login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
1,5,1,5,2,3,8,53,False,True,45,posts_created+login_streak,rare,comeback,delivered
1,4,3,4,3,5,55,67,True,False,0,spam,,,missed
9,8,1,12,3,3,3,20,False,True,17,login_streak+quizzes_completed,rare,streak,delivered
7,4,8,4,3,6,26,70,False,True,44,login_streak+quizzes_completed,rare,streak,delivered
7,5,8,1,2,1,21,38,False,True,17,login_streak+quizzes_completed,rare,streak,delivered
5,1,1,3,1,0,7,13,True,False,0,spam,,,missed
7,15,19,12,9,13,10,49,False,True,39,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
5,6,0,2,3,7,33,78,False,True,45,posts_created+karma_earned,rare,mystery,delivered
3,3,9,1,1,0,5,11,False,True,6,posts_created,common,mystery,delivered
0,0,0,3,0,2,9,10,False,False,1,low_karma_diff,,,missed
1,2,3,0,0,1,5,7,False,False,2,low_karma_diff,,,missed
4,8,7,10,3,5,63,68,False,True,5,login_streak+quizzes_completed,common,streak,delivered
1,2,2,3,0,0,5,5,False,False,0,low_karma_diff,,,missed
3,3,14,14,3,9,22,28,False,True,6,no_reason,common,social,delivered
1,2,17,26,2,7,49,73,False,True,24,upvotes_received,legendary,engagement,delivered
7,14,20,14,9,9,3,25,False,True,22,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
2,1,3,4,0,2,5,8,False,False,3,low_karma_diff,,,missed
5,9,6,6,3,8,20,26,False,True,6,no_reason,common,social,delivered
1,4,2,0,1,1,5,38,True,False,0,spam,,,missed
1,2,5,1,5,2,32,59,True,False,0,spam,,,missed
1,9,2,1,1,0,13,39,False,True,26,posts_created+login_streak,rare,comeback,delivered
1,5,1,3,1,2,23,44,False,True,21,posts_created+login_streak,rare,comeback,delivered
7,2,7,2,4,1,9,19,False,True,10,login_streak+quizzes_completed,rare,streak,delivered
5,8,8,9,3,3,27,53,False,True,26,posts_created+karma_earned,common,mystery,delivered
5,9,2,2,2,6,37,49,False,True,12,posts_created+karma_earned,common,mystery,delivered
3,4,14,6,3,5,22,30,False,True,8,no_reason,common,social,delivered
9,9,5,11,5,1,39,53,False,True,14,login_streak+quizzes_completed,rare,streak,delivered
5,9,5,7,4,8,28,42,False,True,14,login_streak+quizzes_completed,common,streak,delivered
5,7,10,5,5,1,12,31,False,True,19,login_streak+quizzes_completed,common,streak,delivered
0,7,15,13,3,5,21,26,False,True,5,no_reason,common,social,delivered
10,5,7,5,1,5,53,69,False,True,16,login_streak+quizzes_completed,rare,streak,delivered
9,7,17,8,10,13,17,68,False,True,51,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,4,1,0,1,5,11,60,False,True,49,posts_created+login_streak,rare,comeback,delivered
5,2,0,6,1,2,2,13,False,True,11,posts_created,common,mystery,delivered
1,3,3,0,2,1,51,58,False,True,7,posts_created+login_streak,common,comeback,delivered
6,15,18,15,2,13,5,31,False,True,26,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,3,5,5,3,3,11,60,True,False,0,spam,,,missed
3,10,7,7,3,5,20,27,False,True,7,no_reason,common,social,delivered
1,1,3,2,0,1,7,8,False,False,1,low_karma_diff,,,missed
3,2,11,28,2,6,50,66,False,True,16,upvotes_received,legendary,engagement,delivered
2,9,1,1,3,1,3,16,False,True,13,posts_created+karma_earned,common,mystery,delivered
2,1,4,5,0,1,4,8,False,False,4,low_karma_diff,,,missed
1,9,1,9,0,5,10,25,False,True,15,posts_created+karma_earned,common,mystery,delivered
4,6,8,16,7,6,64,72,False,True,8,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
7,10,15,10,4,3,46,53,False,True,7,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
6,7,20,11,7,6,31,42,False,True,11,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,0,0,5,0,0,7,10,False,False,3,low_karma_diff,,,missed
6,7,4,21,10,7,21,37,False,True,16,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
4,6,20,24,2,9,7,52,False,True,45,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,5,20,29,2,5,14,21,False,True,7,upvotes_received,legendary,engagement,delivered
1,6,5,7,2,3,48,56,False,True,8,posts_created+karma_earned,common,mystery,delivered
1,7,1,0,2,1,10,47,False,True,37,posts_created+login_streak,rare,comeback,delivered
4,1,5,27,1,4,42,72,False,True,30,upvotes_received,legendary,engagement,delivered
4,3,8,30,2,6,39,60,False,True,21,upvotes_received,legendary,engagement,delivered
4,8,0,8,3,1,22,66,False,True,44,posts_created+karma_earned,rare,mystery,delivered
1,5,6,7,2,7,23,28,False,True,5,no_reason,common,social,delivered
1,6,4,1,2,2,1,20,False,True,19,posts_created+login_streak,common,comeback,delivered
0,0,2,2,0,1,4,5,False,False,1,low_karma_diff,,,missed
5,0,7,20,3,12,9,65,False,True,56,upvotes_received,legendary,engagement,delivered
3,1,18,24,2,13,10,43,False,True,33,upvotes_received,legendary,engagement,delivered
1,4,4,4,1,3,29,39,False,True,10,posts_created+login_streak,common,comeback,delivered
0,2,3,5,0,1,4,8,False,False,4,low_karma_diff,,,missed
5,2,8,15,3,0,45,56,False,True,11,login_streak+quizzes_completed,common,streak,delivered
3,8,9,15,3,10,23,29,False,True,6,no_reason,common,social,delivered
0,9,4,7,1,6,51,66,False,True,15,posts_created+karma_earned,common,mystery,delivered
4,6,5,2,4,2,22,54,False,True,32,login_streak+quizzes_completed,common,streak,delivered
4,5,9,15,1,7,5,65,False,True,60,upvotes_received,rare,engagement,delivered
1,2,8,9,2,3,10,19,False,True,9,posts_created+karma_earned,common,mystery,delivered
1,8,10,1,2,0,25,48,False,True,23,posts_created+karma_earned,common,mystery,delivered
0,1,1,0,0,2,6,7,False,False,1,low_karma_diff,,,missed
8,4,8,7,1,4,15,72,False,True,57,login_streak+quizzes_completed,legendary,streak,delivered
3,4,5,1,3,6,1,79,False,True,78,login_streak+quizzes_completed,common,streak,delivered
3,3,18,10,0,14,12,31,False,True,19,upvotes_received,common,engagement,delivered
8,6,8,25,10,9,37,66,False,True,29,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,0,0,4,2,0,54,66,False,True,12,login_streak+quizzes_completed,common,streak,delivered
1,10,13,7,2,4,25,30,False,True,5,karma_spent,common,social,delivered
9,14,13,14,2,7,0,27,False,True,27,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,4,10,20,2,14,48,61,False,True,13,upvotes_received,legendary,engagement,delivered
2,5,14,5,2,8,20,25,False,True,5,no_reason,common,social,delivered
3,10,3,13,3,0,19,27,False,True,8,login_streak+quizzes_completed,common,streak,delivered
4,4,19,17,2,6,30,54,False,True,24,upvotes_received,rare,engagement,delivered
1,4,4,3,2,3,23,53,False,True,30,posts_created+login_streak,rare,comeback,delivered
0,8,9,12,2,8,21,26,False,True,5,no_reason,common,social,delivered
4,13,15,22,9,3,8,79,False,True,71,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
7,4,1,0,5,7,13,48,False,True,35,login_streak+quizzes_completed,rare,streak,delivered
1,10,14,6,2,5,21,27,False,True,6,no_reason,common,social,delivered
4,14,10,20,8,12,15,48,False,True,33,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,2,5,1,5,2,11,46,True,False,0,spam,,,missed
1,0,0,4,0,1,10,10,False,False,0,low_karma_diff,,,missed
0,6,0,10,1,5,37,64,False,True,27,posts_created+karma_earned,rare,mystery,delivered
4,6,16,16,3,4,16,39,False,True,23,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,1,7,13,5,0,17,35,False,True,18,login_streak+quizzes_completed,common,streak,delivered
4,3,12,9,3,8,22,27,False,True,5,no_reason,common,social,delivered
5,4,4,1,1,8,65,77,False,True,12,login_streak+quizzes_completed,common,streak,delivered
4,12,19,15,5,10,16,80,False,True,64,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
8,1,2,8,4,5,19,50,False,True,31,login_streak+quizzes_completed,legendary,streak,delivered
1,6,6,14,3,10,24,29,False,True,5,no_reason,common,social,delivered
5,9,14,8,2,5,20,26,False,True,6,no_reason,common,social,delivered
1,6,3,4,2,1,40,47,False,True,7,posts_created+login_streak,common,comeback,delivered
4,2,8,4,0,0,35,51,False,True,16,posts_created+karma_earned,common,mystery,delivered
4,13,4,8,4,9,6,32,False,True,26,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,10,2,6,0,5,6,70,False,True,64,posts_created+karma_earned,rare,mystery,delivered
8,6,0,4,2,4,40,50,False,True,10,login_streak+quizzes_completed,rare,streak,delivered
10,9,0,5,4,4,17,65,False,True,48,login_streak+quizzes_completed,legendary,streak,delivered
2,1,12,11,2,11,62,67,False,True,5,upvotes_received,common,engagement,delivered
0,8,10,8,2,10,22,30,False,True,8,no_reason,common,social,delivered
2,10,11,8,3,7,24,29,False,True,5,no_reason,common,social,delivered
0,3,3,4,3,3,7,22,True,False,0,spam,,,missed
5,1,0,9,3,0,33,38,False,True,5,posts_created+karma_earned,common,mystery,delivered
1,9,4,5,2,4,34,47,False,True,13,posts_created+login_streak,common,comeback,delivered
4,5,3,3,3,3,57,66,False,True,9,posts_created+karma_earned,common,mystery,delivered
3,7,15,19,4,5,0,46,False,True,46,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,8,12,11,3,9,21,26,False,True,5,no_reason,common,social,delivered
9,11,4,16,5,5,9,32,False,True,23,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
1,6,3,4,1,0,2,10,False,True,8,posts_created+login_streak,common,comeback,delivered
0,1,8,8,3,7,4,23,False,True,19,posts_created+karma_earned,common,mystery,delivered
1,9,3,2,2,0,20,53,False,True,33,posts_created+login_streak,rare,comeback,delivered
2,0,12,18,2,13,9,28,False,True,19,upvotes_received,rare,engagement,delivered
4,3,8,0,2,1,1,10,False,True,9,posts_created,common,mystery,delivered
1,2,4,0,0,0,4,5,False,False,1,low_karma_diff,,,missed
3,8,3,11,5,3,58,75,False,True,17,login_streak+quizzes_completed,common,streak,delivered
1,10,11,7,2,7,20,27,False,True,7,no_reason,common,social,delivered
7,4,8,6,1,1,23,34,False,True,11,login_streak+quizzes_completed,rare,streak,delivered
4,5,5,3,3,6,13,30,False,True,17,posts_created+karma_earned,common,mystery,delivered
4,5,5,9,2,7,20,27,False,True,7,no_reason,common,social,delivered
1,8,2,3,1,5,9,18,False,True,9,posts_created+login_streak,common,comeback,delivered
1,9,5,5,2,4,27,37,False,True,10,posts_created+login_streak,common,comeback,delivered
1,3,5,27,2,13,6,55,False,True,49,upvotes_received,legendary,engagement,delivered
1,2,4,5,0,1,5,6,False,False,1,low_karma_diff,,,missed
1,4,8,7,2,1,47,52,False,True,5,posts_created+karma_earned,common,mystery,delivered
1,1,3,4,0,1,7,8,False,False,1,low_karma_diff,,,missed
0,3,8,12,3,7,21,30,False,True,9,no_reason,common,social,delivered
5,10,9,14,2,8,21,26,False,True,5,no_reason,common,social,delivered
3,4,6,26,3,4,56,62,False,True,6,upvotes_received,legendary,engagement,delivered
0,1,2,4,0,0,6,6,False,False,0,low_karma_diff,,,missed
2,6,8,13,0,10,8,39,False,True,31,upvotes_received,common,engagement,delivered
5,3,4,10,2,5,20,25,False,True,5,no_reason,common,social,delivered
2,1,5,10,0,3,51,70,False,True,19,posts_created+karma_earned,common,mystery,delivered
2,3,1,0,2,4,26,26,True,False,0,spam,,,missed
5,1,2,2,5,1,13,17,True,False,0,spam,,,missed
2,2,4,0,1,0,5,19,False,True,14,posts_created+karma_earned,common,mystery,delivered
2,0,0,4,0,1,7,10,False,False,3,low_karma_diff,,,missed
6,6,17,8,8,3,3,36,False,True,33,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,1,8,14,0,15,8,30,False,True,22,upvotes_received,common,engagement,delivered
1,10,3,3,2,5,0,15,False,True,15,posts_created+login_streak,common,comeback,delivered
5,3,3,1,2,1,20,52,True,False,0,spam,,,missed
10,15,14,23,2,3,1,42,False,True,41,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,6,6,8,3,7,22,27,False,True,5,no_reason,common,social,delivered
0,5,1,5,2,0,36,36,True,False,0,spam,,,missed
5,3,14,19,3,9,58,72,False,True,14,upvotes_received,rare,engagement,delivered
1,10,3,2,1,4,16,67,False,True,51,posts_created+login_streak,rare,comeback,delivered
5,10,11,12,2,5,20,28,False,True,8,no_reason,common,social,delivered
5,0,10,14,5,8,7,53,False,True,46,login_streak+quizzes_completed,common,streak,delivered
9,2,9,1,3,10,18,25,False,True,7,login_streak+quizzes_completed,rare,streak,delivered
1,4,8,26,2,15,19,46,False,True,27,upvotes_received,legendary,engagement,delivered
1,10,2,4,1,4,10,16,False,True,6,posts_created+login_streak,common,comeback,delivered
1,9,7,12,2,6,20,30,False,True,10,no_reason,common,social,delivered
7,13,12,12,9,5,0,31,False,True,31,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
1,0,16,27,0,5,24,36,False,True,12,upvotes_received,legendary,engagement,delivered
2,4,6,13,0,15,5,77,False,True,72,upvotes_received,common,engagement,delivered
7,8,19,23,4,4,22,79,False,True,57,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,6,2,4,1,5,13,22,False,True,9,posts_created+login_streak,common,comeback,delivered
0,3,6,12,3,13,19,76,False,True,57,upvotes_received,common,engagement,delivered
1,5,4,5,2,2,41,64,False,True,23,posts_created+login_streak,rare,comeback,delivered
6,4,6,0,2,9,47,79,False,True,32,login_streak+quizzes_completed,rare,streak,delivered
5,0,11,15,2,12,29,54,False,True,25,upvotes_received,rare,engagement,delivered
4,10,17,21,4,5,19,48,False,True,29,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,5,12,15,3,6,21,27,False,True,6,no_reason,common,social,delivered
0,6,1,1,3,3,63,75,False,True,12,posts_created+karma_earned,common,mystery,delivered
1,2,2,4,1,4,14,39,False,True,25,posts_created+login_streak,rare,comeback,delivered
2,2,2,5,0,0,3,6,False,False,3,low_karma_diff,,,missed
4,5,5,0,3,2,10,16,False,True,6,posts_created+karma_earned,common,mystery,delivered
1,3,3,3,1,2,17,25,False,True,8,posts_created+login_streak,common,comeback,delivered
6,6,7,8,4,0,21,70,False,True,49,login_streak+quizzes_completed,rare,streak,delivered
2,6,12,13,3,3,22,28,False,True,6,upvotes_received,common,engagement,delivered
1,5,19,15,2,8,30,44,False,True,14,upvotes_received,rare,engagement,delivered
0,3,8,5,3,6,23,30,False,True,7,no_reason,common,social,delivered
5,6,1,8,3,4,16,37,False,True,21,posts_created+karma_earned,common,mystery,delivered
1,5,3,4,2,5,3,70,False,True,67,posts_created+login_streak,rare,comeback,delivered
2,2,3,0,0,2,8,8,False,False,0,low_karma_diff,,,missed
8,8,12,17,6,3,2,66,False,True,64,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
3,8,9,13,3,5,20,28,False,True,8,no_reason,common,social,delivered
8,6,16,13,7,7,3,80,False,True,77,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,5,2,1,2,0,7,55,False,True,48,posts_created+login_streak,rare,comeback,delivered
4,5,15,9,2,6,23,29,False,True,6,no_reason,common,social,delivered
1,3,6,2,2,2,21,33,False,True,12,posts_created+karma_earned,common,mystery,delivered
1,9,9,11,3,5,21,26,False,True,5,no_reason,common,social,delivered
1,5,9,12,3,8,20,25,False,True,5,no_reason,common,social,delivered
4,3,10,16,1,10,47,53,False,True,6,upvotes_received,rare,engagement,delivered
4,12,18,23,4,13,19,36,False,True,17,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
6,5,9,12,6,6,37,46,False,True,9,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,0,16,13,0,5,16,63,False,True,47,upvotes_received,common,engagement,delivered
5,0,7,12,3,4,47,53,False,True,6,upvotes_received,common,engagement,delivered
3,3,15,17,2,9,14,34,False,True,20,upvotes_received,rare,engagement,delivered
5,4,14,30,3,5,21,69,False,True,48,upvotes_received,legendary,engagement,delivered
9,0,4,4,3,3,49,63,False,True,14,login_streak+quizzes_completed,rare,streak,delivered
1,2,2,4,2,2,19,73,False,True,54,posts_created+login_streak,rare,comeback,delivered
3,0,15,28,0,13,14,32,False,True,18,upvotes_received,legendary,engagement,delivered
5,9,6,9,3,8,24,30,False,True,6,no_reason,common,social,delivered
0,8,15,13,2,9,20,29,False,True,9,no_reason,common,social,delivered
2,10,4,9,2,5,20,25,False,True,5,no_reason,common,social,delivered
7,10,4,12,2,6,9,42,False,True,33,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,6,4,2,2,4,4,30,False,True,26,posts_created+login_streak,rare,comeback,delivered
1,2,3,3,0,1,2,6,False,False,4,low_karma_diff,,,missed
5,4,11,5,3,10,20,27,False,True,7,no_reason,common,social,delivered
2,1,7,4,1,2,20,31,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,5,4,3,1,2,6,16,False,True,10,posts_created+login_streak,common,comeback,delivered
4,2,3,1,2,6,31,76,False,True,45,login_streak+quizzes_completed,common,streak,delivered
1,7,4,0,2,4,53,68,False,True,15,posts_created+login_streak,common,comeback,delivered
1,8,5,1,1,2,18,66,False,True,48,posts_created+login_streak,rare,comeback,delivered
3,7,12,15,3,8,22,30,False,True,8,no_reason,common,social,delivered
10,8,5,13,1,1,68,77,False,True,9,login_streak+quizzes_completed,rare,streak,delivered
1,10,5,3,1,1,10,75,False,True,65,posts_created+login_streak,rare,comeback,delivered
1,5,5,0,2,0,2,25,False,True,23,posts_created+login_streak,rare,comeback,delivered
4,4,17,29,1,6,2,47,False,True,45,upvotes_received,legendary,engagement,delivered
1,4,3,5,2,4,20,40,False,True,20,posts_created+login_streak,rare,comeback,delivered
0,1,1,1,0,2,7,8,False,False,1,low_karma_diff,,,missed
0,9,12,13,3,9,21,30,False,True,9,no_reason,common,social,delivered
3,3,3,7,4,4,49,61,False,True,12,login_streak+quizzes_completed,common,streak,delivered
1,7,2,2,1,0,30,78,False,True,48,posts_created+login_streak,rare,comeback,delivered
2,2,3,0,0,2,9,9,False,False,0,low_karma_diff,,,missed
3,2,7,10,3,0,12,24,False,True,12,posts_created+karma_earned,common,mystery,delivered
1,2,3,3,0,2,2,6,False,False,4,low_karma_diff,,,missed
2,0,4,5,0,1,4,7,False,False,3,low_karma_diff,,,missed
1,2,2,1,0,2,8,8,False,False,0,low_karma_diff,,,missed
3,6,17,18,2,10,28,78,False,True,50,upvotes_received,rare,engagement,delivered
1,10,6,0,3,1,13,19,False,True,6,posts_created+karma_earned,common,mystery,delivered
1,7,5,1,2,2,38,66,False,True,28,posts_created+login_streak,rare,comeback,delivered
3,14,11,23,2,14,6,46,False,True,40,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,3,11,13,2,5,20,29,False,True,9,no_reason,common,social,delivered
4,10,6,11,3,6,21,29,False,True,8,no_reason,common,social,delivered
7,2,2,0,4,5,9,34,False,True,25,login_streak+quizzes_completed,rare,streak,delivered
4,11,15,21,2,7,13,55,False,True,42,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,2,10,23,3,13,5,39,False,True,34,upvotes_received,legendary,engagement,delivered
5,1,2,2,5,2,34,35,True,False,0,spam,,,missed
2,10,5,6,3,9,20,26,False,True,6,no_reason,common,social,delivered
4,7,10,10,2,5,25,33,False,True,8,login_streak+quizzes_completed,common,streak,delivered
3,8,4,6,5,0,14,23,False,True,9,login_streak+quizzes_completed,common,streak,delivered
8,6,13,10,10,15,19,43,False,True,24,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
3,5,15,9,3,9,22,27,False,True,5,no_reason,common,social,delivered
6,6,10,20,9,11,12,66,False,True,54,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,4,8,15,3,9,21,26,False,True,5,no_reason,common,social,delivered
5,1,2,4,2,3,24,27,True,False,0,spam,,,missed
8,10,9,6,2,5,43,53,False,True,10,login_streak+quizzes_completed,rare,streak,delivered
1,5,3,3,1,4,44,65,True,False,0,spam,,,missed
1,10,3,3,1,4,19,59,False,True,40,posts_created+login_streak,rare,comeback,delivered
1,5,9,12,3,10,20,25,False,True,5,no_reason,common,social,delivered
3,5,7,17,3,8,10,40,False,True,30,upvotes_received,rare,engagement,delivered
1,6,6,11,3,10,20,25,False,True,5,no_reason,common,social,delivered
1,5,3,4,1,4,47,56,False,True,9,posts_created+login_streak,common,comeback,delivered
2,4,3,2,1,1,16,51,True,False,0,spam,,,missed
1,5,1,2,2,2,2,21,False,True,19,posts_created+login_streak,common,comeback,delivered
6,6,13,15,7,7,36,49,False,True,13,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,7,7,12,3,6,20,25,False,True,5,no_reason,common,social,delivered
1,10,2,3,1,1,46,57,False,True,11,posts_created+login_streak,common,comeback,delivered
4,7,4,7,0,7,17,64,False,True,47,posts_created+karma_earned,rare,mystery,delivered
8,14,10,16,4,5,2,25,False,True,23,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
4,8,10,15,2,4,8,15,False,True,7,login_streak+quizzes_completed,common,streak,delivered
10,9,5,1,4,2,8,24,False,True,16,login_streak+quizzes_completed,rare,streak,delivered
1,4,6,5,3,5,20,25,False,True,5,no_reason,common,social,delivered
8,2,7,13,3,2,37,47,False,True,10,login_streak+quizzes_completed,rare,streak,delivered
9,4,10,3,4,4,8,35,False,True,27,login_streak+quizzes_completed,legendary,streak,delivered
6,10,9,10,5,6,9,17,False,True,8,login_streak+quizzes_completed,rare,streak,delivered
4,5,13,17,3,8,18,40,False,True,22,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,3,14,6,2,8,22,29,False,True,7,no_reason,common,social,delivered
4,10,3,2,2,1,48,77,False,True,29,posts_created+karma_earned,rare,mystery,delivered
5,1,11,27,2,4,44,57,False,True,13,upvotes_received,legendary,engagement,delivered
1,1,3,2,0,2,6,8,False,False,2,low_karma_diff,,,missed
7,9,8,23,8,8,12,53,False,True,41,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
1,8,3,0,2,2,1,33,False,True,32,posts_created+login_streak,rare,comeback,delivered
3,3,10,7,3,7,21,27,False,True,6,no_reason,common,social,delivered
1,7,3,1,1,4,17,23,False,True,6,posts_created+login_streak,common,comeback,delivered
5,5,5,15,3,4,36,44,False,True,8,upvotes_received,rare,engagement,delivered
1,6,9,23,0,13,10,26,False,True,16,upvotes_received,legendary,engagement,delivered
5,5,4,12,3,4,21,26,False,True,5,no_reason,common,social,delivered
2,4,4,2,1,7,53,63,False,True,10,posts_created+karma_earned,common,mystery,delivered
1,5,4,2,0,0,34,39,True,False,0,spam,,,missed
1,3,3,4,2,5,23,50,False,True,27,posts_created+login_streak,rare,comeback,delivered
5,3,13,12,2,8,21,26,False,True,5,no_reason,common,social,delivered
0,0,2,4,0,1,5,6,False,False,1,low_karma_diff,,,missed
7,11,7,22,3,11,18,28,False,True,10,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
2,9,13,12,2,7,22,27,False,True,5,no_reason,common,social,delivered
3,6,1,6,1,6,1,41,False,True,40,posts_created+karma_earned,rare,mystery,delivered
9,7,12,21,10,11,3,30,False,True,27,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
10,0,3,15,5,5,11,75,False,True,64,login_streak+quizzes_completed,legendary,streak,delivered
8,9,8,15,3,9,14,72,False,True,58,login_streak+quizzes_completed,legendary,streak,delivered
1,10,5,0,1,1,23,76,False,True,53,posts_created+login_streak,rare,comeback,delivered
5,4,2,9,1,7,21,67,False,True,46,posts_created+karma_earned,rare,mystery,delivered
1,1,3,5,0,1,4,8,False,False,4,low_karma_diff,,,missed
4,7,9,6,3,3,0,12,False,True,12,posts_created,common,mystery,delivered
6,4,5,1,5,5,22,72,False,True,50,login_streak+quizzes_completed,rare,streak,delivered
5,3,11,11,2,4,24,29,False,True,5,no_reason,common,social,delivered
1,3,4,2,2,5,28,44,False,True,16,posts_created+login_streak,common,comeback,delivered
5,8,0,5,2,0,28,41,False,True,13,posts_created+karma_earned,common,mystery,delivered
1,3,15,12,3,3,30,45,False,True,15,upvotes_received,common,engagement,delivered
1,7,4,0,2,3,2,41,False,True,39,posts_created+login_streak,rare,comeback,delivered
10,8,6,1,5,4,41,64,False,True,23,login_streak+quizzes_completed,legendary,streak,delivered
3,4,3,0,5,1,8,8,True,False,0,spam,,,missed
6,15,15,15,6,4,24,29,False,True,5,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
10,8,3,13,4,9,12,40,False,True,28,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,2,0,5,0,0,1,5,False,False,4,low_karma_diff,,,missed
10,14,16,10,10,13,50,62,False,True,12,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,8,12,14,2,8,20,29,False,True,9,no_reason,common,social,delivered
2,5,15,12,2,7,20,29,False,True,9,no_reason,common,social,delivered
0,6,11,12,1,4,4,28,False,True,24,upvotes_received,common,engagement,delivered
7,5,10,11,3,1,5,43,False,True,38,login_streak+quizzes_completed,rare,streak,delivered
8,6,4,6,1,5,8,37,False,True,29,login_streak+quizzes_completed,legendary,streak,delivered
6,15,19,13,6,3,18,28,False,True,10,posts_created+login_streak+quizzes_completed+upvotes_received,legendary,allrounder,delivered
5,5,10,26,0,14,20,34,False,True,14,upvotes_received,legendary,engagement,delivered
4,6,10,1,2,6,4,64,False,True,60,login_streak+quizzes_completed,common,streak,delivered
0,6,20,24,3,11,50,66,False,True,16,upvotes_received,legendary,engagement,delivered
5,3,4,6,3,8,22,30,False,True,8,no_reason,common,social,delivered
7,12,10,9,7,6,0,25,False,True,25,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
0,4,10,5,3,9,22,30,False,True,8,no_reason,common,social,delivered
5,9,13,16,6,3,25,69,False,True,44,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
10,5,10,9,5,7,39,77,False,True,38,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
5,7,0,4,5,9,10,80,False,True,70,login_streak+quizzes_completed,common,streak,delivered
4,8,9,15,6,15,28,78,False,True,50,posts_created+login_streak+quizzes_completed+upvotes_received,rare,allrounder,delivered
1,5,4,2,1,2,25,35,False,True,10,posts_created+login_streak,common,comeback,delivered
2,0,2,5,0,2,6,8,False,False,2,low_karma_diff,,,missed
4,3,1,5,4,1,67,67,True,False,0,spam,,,missed
5,4,13,15,3,7,20,25,False,True,5,no_reason,common,social,delivered
4,0,9,7,3,7,51,58,False,True,7,login_streak+quizzes_completed,common,streak,delivered
8,10,7,12,2,10,22,63,False,True,41,login_streak+quizzes_completed,legendary,streak,delivered
3,3,5,1,3,1,13,33,False,True,20,posts_created+karma_earned,common,mystery,delivered
2,5,10,7,3,1,20,31,False,True,11,posts_created+karma_earned,common,mystery,delivered
3,8,7,8,2,7,20,28,False,True,8,no_reason,common,social,delivered
4,0,9,0,5,0,35,43,False,True,8,login_streak+quizzes_completed,common,streak,delivered
1,6,19,10,0,10,12,38,False,True,26,upvotes_received,common,engagement,delivered
